timestamp,temperature,humidity,wind_speed,wind_direction,pressure,boundary_layer_height,pm2_5,pm10,no2,o3,co
2022-08-03T12:00,33.3,65,2.5,188,977.3,1230.0,,,,,
2022-08-03T13:00,33.8,62,3.2,207,976.7,1240.0,,,,,
2022-08-03T14:00,34.0,61,2.8,230,976.0,1290.0,,,,,
2022-08-03T15:00,34.2,61,3.9,248,975.5,510.0,,,,,
2022-08-03T16:00,34.0,61,5.5,259,975.0,525.0,,,,,
2022-08-03T17:00,31.1,75,4.1,105,975.6,510.0,,,,,
2022-08-03T18:00,30.7,78,4.6,141,975.2,420.0,,,,,
2022-08-03T19:00,29.8,83,3.8,139,975.4,125.0,,,,,
2022-08-03T20:00,29.2,84,6.4,133,975.6,65.0,,,,,
2022-08-03T21:00,28.9,85,7.5,145,976.7,55.0,,,,,
2022-08-03T22:00,28.6,85,7.1,165,977.2,65.0,,,,,
2022-08-03T23:00,28.3,87,8.4,173,977.6,75.0,,,,,
2022-08-04T00:00,28.0,89,7.2,177,977.3,75.0,,,,,
2022-08-04T01:00,27.5,92,4.3,175,977.2,70.0,,,,,
2022-08-04T02:00,27.2,93,3.9,146,977.1,55.0,,,,,
2022-08-04T03:00,27.0,94,4.1,128,977.4,45.0,,,,,
2022-08-04T04:00,24.6,95,13.6,50,978.4,30.0,,,,,
2022-08-04T05:00,26.4,89,5.9,47,977.1,30.0,42.1,61.2,38.3,66.0,857.0
2022-08-04T06:00,26.8,93,6.0,147,977.9,40.0,31.5,46.2,35.0,68.0,773.0
2022-08-04T07:00,27.5,92,6.5,96,978.3,100.0,28.8,42.8,30.2,72.0,653.0
2022-08-04T08:00,28.1,88,8.9,111,978.6,250.0,30.7,46.0,24.8,79.0,529.0
2022-08-04T09:00,29.1,81,11.7,124,978.5,510.0,32.0,47.6,23.1,86.0,506.0
2022-08-04T10:00,30.6,75,10.3,119,978.8,920.0,29.8,44.7,22.4,95.0,515.0
2022-08-04T11:00,31.9,71,11.0,128,978.5,1150.0,33.1,49.2,20.9,108.0,521.0
2022-08-04T12:00,32.8,69,8.7,142,978.0,1210.0,36.4,54.0,18.0,120.0,496.0
2022-08-04T13:00,33.5,66,6.4,153,977.1,1315.0,35.6,52.9,14.5,133.0,462.0
2022-08-04T14:00,33.6,67,4.3,138,976.3,1405.0,35.6,52.9,11.4,148.0,431.0
2022-08-04T15:00,33.6,66,6.0,123,975.4,1025.0,36.4,53.9,9.9,159.0,410.0
2022-08-04T16:00,30.1,78,20.0,128,975.5,430.0,37.8,56.1,9.2,168.0,394.0
2022-08-04T17:00,31.5,70,9.4,130,975.4,475.0,39.1,57.9,17.1,186.0,505.0
2022-08-04T18:00,31.1,75,7.2,117,975.7,425.0,42.7,62.4,37.1,148.0,740.0
2022-08-04T19:00,29.8,83,9.2,111,975.9,260.0,45.4,66.1,65.3,93.0,1071.0
2022-08-04T20:00,29.1,87,11.3,127,976.5,210.0,48.2,70.1,90.9,37.0,1368.0
2022-08-04T21:00,28.8,88,10.7,135,977.0,190.0,45.8,66.6,89.8,25.0,1347.0
2022-08-04T22:00,28.2,89,12.1,143,977.7,220.0,41.8,61.0,78.5,28.0,1203.0
2022-08-04T23:00,27.8,91,11.0,148,977.7,260.0,39.6,57.9,61.1,36.0,985.0
2022-08-05T00:00,27.4,92,11.0,142,977.7,240.0,38.3,56.3,49.6,42.0,842.0
2022-08-05T01:00,27.1,93,8.9,137,977.5,225.0,38.5,57.5,37.2,50.0,689.0
2022-08-05T02:00,26.8,94,8.1,122,977.1,200.0,39.9,60.1,24.2,58.0,536.0
2022-08-05T03:00,26.6,94,9.8,118,977.1,155.0,41.4,62.2,19.6,56.0,494.0
2022-08-05T04:00,26.4,95,8.8,102,976.9,160.0,42.5,63.6,17.8,51.0,493.0
2022-08-05T05:00,24.5,97,9.4,113,977.6,190.0,45.1,66.8,21.9,42.0,573.0
2022-08-05T06:00,25.6,95,13.0,56,978.0,190.0,42.4,63.8,21.8,47.0,561.0
2022-08-05T07:00,25.6,94,13.2,61,978.7,280.0,41.0,61.9,21.6,53.0,544.0
2022-08-05T08:00,26.1,90,12.6,88,979.0,380.0,40.6,61.2,20.8,66.0,528.0
2022-08-05T09:00,26.5,88,13.4,85,979.0,530.0,43.2,65.0,19.6,80.0,530.0
2022-08-05T10:00,27.6,84,10.5,82,979.0,635.0,43.7,65.2,18.0,97.0,538.0
2022-08-05T11:00,28.9,80,11.0,109,978.3,700.0,45.6,68.0,15.4,119.0,536.0
2022-08-05T12:00,30.0,75,9.4,97,977.7,405.0,44.1,65.4,12.8,136.0,511.0
2022-08-05T13:00,30.9,73,8.0,85,976.6,425.0,43.1,63.8,9.7,154.0,474.0
2022-08-05T14:00,31.7,68,9.6,77,975.7,275.0,43.0,63.6,7.7,170.0,440.0
2022-08-05T15:00,31.5,68,11.2,86,975.0,390.0,42.8,63.1,7.1,175.0,394.0
2022-08-05T16:00,30.8,73,8.3,90,974.3,390.0,41.2,60.3,7.5,174.0,348.0
2022-08-05T17:00,30.0,74,7.6,87,975.3,370.0,38.4,55.4,36.3,77.0,606.0
2022-08-05T18:00,29.5,77,6.1,93,974.7,330.0,34.6,49.7,41.8,67.0,684.0
2022-08-05T19:00,28.6,87,3.1,69,974.6,295.0,36.0,51.6,49.5,54.0,796.0
2022-08-05T20:00,28.0,88,3.8,73,974.8,170.0,37.0,53.0,57.0,38.0,919.0
2022-08-05T21:00,27.6,88,4.8,117,975.2,95.0,36.6,52.4,58.3,32.0,974.0
2022-08-05T22:00,27.2,91,5.4,110,975.2,85.0,37.1,53.0,57.4,27.0,1011.0
2022-08-05T23:00,26.9,93,7.5,107,975.4,85.0,38.2,54.6,52.9,26.0,998.0
2022-08-06T00:00,26.6,93,6.6,112,975.4,90.0,37.7,53.9,45.9,29.0,909.0
2022-08-06T01:00,26.5,94,7.9,120,975.3,85.0,35.6,50.9,36.5,35.0,772.0
2022-08-06T02:00,26.3,95,6.2,126,975.1,90.0,34.5,49.1,25.9,42.0,618.0
2022-08-06T03:00,26.2,95,5.1,129,975.2,35.0,35.2,50.1,20.9,44.0,559.0
2022-08-06T04:00,26.0,97,2.7,113,975.3,55.0,34.8,49.6,17.4,45.0,526.0
2022-08-06T05:00,25.4,94,5.8,83,976.1,65.0,43.3,61.7,27.7,32.0,745.0
2022-08-06T06:00,25.6,93,6.0,73,976.2,130.0,43.5,61.9,28.2,37.0,736.0
2022-08-06T07:00,25.8,94,8.6,75,977.0,175.0,39.8,56.7,29.0,44.0,723.0
2022-08-06T08:00,26.8,90,7.2,96,977.2,210.0,34.5,49.1,28.1,57.0,686.0
2022-08-06T09:00,28.0,84,7.3,101,977.0,340.0,35.3,50.3,24.5,72.0,632.0
2022-08-06T10:00,29.6,78,7.2,90,976.8,490.0,33.3,47.5,19.4,89.0,562.0
2022-08-06T11:00,30.5,74,5.4,110,976.6,605.0,30.5,43.5,13.4,113.0,484.0
2022-08-06T12:00,31.5,70,4.9,107,975.8,620.0,31.4,45.1,10.6,131.0,449.0
2022-08-06T13:00,32.0,67,4.2,121,974.8,730.0,31.9,45.8,8.5,148.0,426.0
2022-08-06T14:00,32.6,65,3.8,131,973.7,840.0,31.9,45.8,7.6,166.0,414.0
2022-08-06T15:00,32.7,64,2.3,129,972.7,845.0,32.9,47.3,5.8,176.0,357.0
2022-08-06T16:00,32.6,64,1.1,90,971.8,810.0,33.1,47.4,4.5,184.0,293.0
2022-08-06T17:00,31.0,72,1.3,146,972.4,715.0,32.4,46.8,16.2,167.0,466.0
2022-08-06T18:00,30.9,73,1.6,297,972.0,655.0,34.9,50.4,37.9,137.0,899.0
2022-08-06T19:00,29.6,82,3.3,276,971.8,50.0,47.7,68.5,68.8,94.0,1523.0
2022-08-06T20:00,28.8,86,3.9,236,972.3,40.0,61.0,87.3,103.2,45.0,2435.0
2022-08-06T21:00,28.3,88,3.5,204,972.9,40.0,80.1,114.6,116.3,24.0,3261.0
2022-08-06T22:00,27.9,89,4.1,195,973.4,40.0,99.0,141.6,123.5,11.0,4168.0
2022-08-06T23:00,27.6,90,4.4,189,973.4,55.0,102.7,147.1,126.8,0.0,4814.0
2022-08-07T00:00,27.4,91,4.3,175,973.7,55.0,88.2,126.2,124.3,-3.0,4459.0
2022-08-07T01:00,27.1,93,3.8,163,973.6,50.0,79.2,113.6,117.6,-2.0,3644.0
2022-08-07T02:00,27.0,94,4.0,180,973.4,60.0,75.7,108.7,107.7,0.0,2672.0
2022-08-07T03:00,26.6,97,2.3,342,973.1,60.0,72.9,104.8,102.1,-2.0,2354.0
2022-08-07T04:00,26.2,97,5.7,342,973.4,60.0,70.5,101.3,96.4,-5.0,2176.0
2022-08-07T05:00,27.1,94,2.2,270,973.5,50.0,97.3,139.7,104.6,1.0,2945.0
2022-08-07T06:00,26.5,94,17.8,353,974.4,30.0,90.6,130.4,91.3,21.0,2508.0
2022-08-07T07:00,26.9,92,8.6,22,974.9,85.0,76.8,110.6,72.2,50.0,1885.0
2022-08-07T08:00,27.9,86,12.2,56,975.4,285.0,59.3,85.2,48.3,91.0,1181.0
2022-08-07T09:00,29.1,80,7.9,66,975.4,655.0,52.9,76.1,34.5,124.0,910.0
2022-08-07T10:00,30.5,76,8.0,80,975.5,955.0,48.3,69.6,22.1,158.0,754.0
2022-08-07T11:00,31.2,73,7.0,102,975.3,1080.0,45.1,65.0,10.2,193.0,618.0
2022-08-07T12:00,31.9,70,8.6,123,974.9,1150.0,42.6,61.7,6.2,205.0,542.0
2022-08-07T13:00,32.3,69,8.1,148,974.1,1160.0,40.6,59.3,5.5,209.0,507.0
2022-08-07T14:00,32.8,69,8.6,158,973.2,1145.0,41.1,60.1,7.1,205.0,487.0
2022-08-07T15:00,32.8,69,6.0,163,972.5,900.0,42.1,61.9,8.1,198.0,454.0
2022-08-07T16:00,32.9,68,7.3,147,972.6,895.0,43.8,64.3,10.3,185.0,429.0
2022-08-07T17:00,30.7,77,8.1,159,973.2,770.0,45.4,67.3,27.7,150.0,570.0
2022-08-07T18:00,29.1,84,13.2,133,973.4,240.0,42.6,62.6,36.3,126.0,655.0
2022-08-07T19:00,27.6,88,12.2,118,973.6,135.0,41.6,61.0,48.6,91.0,775.0
2022-08-07T20:00,27.0,90,11.1,119,974.1,205.0,43.8,64.5,61.1,53.0,914.0
2022-08-07T21:00,26.8,91,9.7,117,974.5,285.0,45.2,66.6,64.2,40.0,985.0
2022-08-07T22:00,26.5,93,9.1,124,975.1,305.0,46.0,68.2,64.2,35.0,1039.0
2022-08-07T23:00,26.3,94,7.4,133,975.6,270.0,45.2,67.3,59.7,33.0,1044.0
2022-08-08T00:00,26.1,94,6.5,124,975.6,235.0,42.7,64.0,51.6,36.0,959.0
2022-08-08T01:00,26.0,94,8.0,108,975.3,205.0,41.7,62.9,40.3,42.0,822.0
2022-08-08T02:00,26.0,95,6.6,119,975.3,175.0,41.3,62.6,27.7,49.0,670.0
2022-08-08T03:00,25.8,97,4.0,90,975.5,145.0,41.1,62.4,22.9,49.0,622.0
2022-08-08T04:00,25.5,98,5.2,74,975.5,160.0,41.9,63.6,20.3,47.0,603.0
2022-08-08T05:00,26.1,99,6.6,77,975.6,180.0,46.6,70.1,24.3,38.0,702.0
2022-08-08T06:00,26.7,96,8.7,85,976.0,195.0,44.4,68.5,25.3,44.0,699.0
2022-08-08T07:00,27.6,91,9.5,99,976.3,235.0,44.0,68.9,26.5,53.0,694.0
2022-08-08T08:00,28.9,84,9.4,94,976.7,350.0,44.2,69.6,26.1,71.0,672.0
2022-08-08T09:00,30.1,78,8.2,61,976.7,600.0,41.8,66.1,22.3,94.0,634.0
2022-08-08T10:00,31.2,72,8.0,72,976.4,765.0,38.8,60.5,16.7,121.0,584.0
2022-08-08T11:00,32.2,68,7.6,82,975.8,910.0,35.7,54.9,10.5,153.0,523.0
2022-08-08T12:00,33.0,64,5.8,83,975.4,955.0,34.1,51.5,8.1,168.0,490.0
2022-08-08T13:00,33.5,61,6.0,115,974.9,1020.0,33.5,50.1,6.9,179.0,462.0
2022-08-08T14:00,33.8,60,5.1,129,974.1,1100.0,33.5,49.6,7.0,185.0,438.0
2022-08-08T15:00,33.9,60,3.4,108,973.0,1090.0,33.3,48.9,6.4,184.0,370.0
2022-08-08T16:00,33.8,60,3.2,63,972.5,1040.0,32.7,47.8,6.4,177.0,294.0
2022-08-08T17:00,33.4,58,3.3,41,972.6,985.0,37.0,54.1,16.3,177.0,492.0
2022-08-08T18:00,32.2,68,5.5,67,972.5,310.0,41.1,59.5,40.3,138.0,892.0
2022-08-08T19:00,30.5,71,5.2,74,972.7,55.0,50.2,72.2,74.5,83.0,1467.0
2022-08-08T20:00,29.5,78,6.2,111,973.2,55.0,63.3,91.0,110.6,24.0,2280.0
2022-08-08T21:00,29.0,81,5.0,180,973.9,60.0,75.9,109.0,120.5,7.0,2939.0
2022-08-08T22:00,28.4,85,4.3,204,974.2,65.0,88.9,127.6,122.2,2.0,3639.0
2022-08-08T23:00,28.0,87,4.5,209,974.4,70.0,97.3,139.7,119.7,0.0,4240.0
2022-08-09T00:00,27.5,90,6.6,202,974.6,60.0,92.2,132.2,115.8,-2.0,4235.0
2022-08-09T01:00,28.4,82,3.8,197,974.9,50.0,91.5,131.3,109.0,-1.0,3968.0
2022-08-09T02:00,28.1,83,1.8,323,974.5,40.0,94.1,135.0,99.8,0.0,3538.0
2022-08-09T03:00,27.9,84,0.8,63,974.6,45.0,94.3,135.0,94.4,-3.0,3262.0
2022-08-09T04:00,27.7,85,1.4,90,974.9,40.0,91.5,130.9,89.4,-6.0,2958.0
2022-08-09T05:00,28.2,86,3.3,84,975.1,45.0,70.3,101.3,73.0,1.0,1783.0
2022-08-09T06:00,28.7,82,2.6,74,975.7,50.0,73.8,106.2,68.9,23.0,1680.0
2022-08-09T07:00,29.7,80,3.0,104,976.2,80.0,73.1,105.2,62.9,55.0,1531.0
2022-08-09T08:00,31.1,74,3.7,119,976.7,205.0,60.1,87.5,51.9,97.0,1286.0
2022-08-09T09:00,32.3,67,4.3,132,977.0,535.0,48.4,71.5,39.2,124.0,1043.0
2022-08-09T10:00,33.1,64,3.8,139,976.7,905.0,42.0,61.7,24.0,151.0,762.0
2022-08-09T11:00,33.8,61,5.1,141,976.4,1100.0,38.1,55.8,8.8,179.0,481.0
2022-08-09T12:00,34.0,61,4.1,142,975.9,1240.0,37.4,54.4,5.0,192.0,410.0
2022-08-09T13:00,34.2,60,1.6,117,975.0,1320.0,36.4,52.9,5.3,201.0,415.0
2022-08-09T14:00,34.3,60,2.6,16,974.1,1350.0,37.3,54.0,7.7,209.0,447.0
2022-08-09T15:00,34.5,58,4.3,42,973.3,1215.0,38.2,55.3,6.2,219.0,385.0
2022-08-09T16:00,34.3,57,4.9,54,972.8,1120.0,39.1,56.7,4.8,229.0,312.0
2022-08-09T17:00,33.2,62,6.4,38,973.9,1105.0,41.1,59.6,18.5,192.0,504.0
2022-08-09T18:00,32.3,68,8.9,27,973.5,410.0,48.1,69.4,37.0,155.0,706.0
2022-08-09T19:00,31.0,74,9.5,29,973.2,245.0,54.0,77.8,63.3,103.0,999.0
2022-08-09T20:00,30.4,78,6.6,49,973.5,160.0,56.2,81.0,91.2,46.0,1445.0
2022-08-09T21:00,29.5,83,4.1,75,973.9,100.0,60.1,86.6,98.0,28.0,1841.0
2022-08-09T22:00,29.0,86,4.1,105,974.3,65.0,69.6,100.1,98.2,22.0,2281.0
2022-08-09T23:00,28.5,91,4.7,113,974.4,45.0,79.9,114.8,98.6,17.0,2726.0
2022-08-10T00:00,28.7,87,2.9,83,974.3,25.0,88.0,126.2,104.7,10.0,2892.0
2022-08-10T01:00,28.0,92,2.3,39,973.6,35.0,95.0,136.4,112.2,4.0,2956.0
2022-08-10T02:00,27.6,93,2.3,18,973.2,50.0,103.8,148.5,114.0,1.0,2845.0
2022-08-10T03:00,27.6,95,6.2,10,972.7,30.0,100.1,143.9,103.0,1.0,2532.0
2022-08-10T04:00,27.5,96,6.6,13,972.9,40.0,90.8,129.9,85.4,5.0,2070.0
2022-08-10T05:00,27.4,96,4.3,5,973.9,55.0,85.9,123.4,62.9,15.0,1559.0
2022-08-10T06:00,27.9,94,7.8,338,973.9,55.0,88.0,126.2,60.5,34.0,1505.0
2022-08-10T07:00,29.1,89,5.1,321,974.3,115.0,89.2,128.1,56.8,62.0,1425.0
2022-08-10T08:00,30.7,79,5.7,305,974.5,290.0,75.7,108.7,48.6,101.0,1258.0
2022-08-10T09:00,32.1,72,7.0,305,974.7,535.0,59.8,86.1,37.3,130.0,1045.0
2022-08-10T10:00,33.2,66,8.4,313,974.6,750.0,48.5,70.1,23.2,161.0,782.0
2022-08-10T11:00,34.3,59,7.7,319,974.0,965.0,43.3,62.6,8.8,191.0,507.0
2022-08-10T12:00,35.0,54,6.6,315,973.4,1165.0,39.6,57.2,5.2,199.0,425.0
2022-08-10T13:00,35.5,53,7.1,315,972.6,1270.0,38.2,55.2,5.3,199.0,407.0
2022-08-10T14:00,35.8,52,7.9,317,971.9,1310.0,38.3,55.2,7.6,196.0,415.0
2022-08-10T15:00,36.0,52,8.4,313,971.1,1330.0,38.0,54.8,6.6,199.0,357.0
2022-08-10T16:00,35.7,52,7.0,305,970.3,1290.0,38.4,55.3,5.8,203.0,297.0
2022-08-10T17:00,34.8,54,4.1,308,971.1,1190.0,38.8,55.9,18.3,195.0,500.0
2022-08-10T18:00,34.3,56,2.3,342,970.5,115.0,48.0,68.9,52.1,153.0,986.0
2022-08-10T19:00,33.5,58,1.3,34,970.5,50.0,67.5,96.9,100.0,93.0,1676.0
2022-08-10T20:00,31.2,74,4.2,160,971.0,45.0,76.8,110.1,147.1,30.0,2398.0
2022-08-10T21:00,30.5,75,5.1,176,971.9,55.0,76.6,109.9,152.5,13.0,2585.0
2022-08-10T22:00,30.1,76,6.2,159,972.7,75.0,76.6,109.7,143.2,11.0,2601.0
2022-08-10T23:00,29.9,76,8.0,162,973.0,85.0,76.6,109.9,127.7,12.0,2517.0
2022-08-11T00:00,29.5,76,8.9,166,973.4,90.0,74.3,106.6,119.8,10.0,2405.0
2022-08-11T01:00,29.1,78,8.7,156,973.4,110.0,71.7,102.7,110.9,8.0,2229.0
2022-08-11T02:00,28.8,80,6.8,162,973.5,135.0,70.1,100.6,98.6,8.0,1997.0
2022-08-11T03:00,28.4,86,5.4,138,973.2,90.0,69.8,100.1,89.4,7.0,1871.0
2022-08-11T04:00,29.0,79,2.9,97,973.1,85.0,72.2,103.4,79.9,6.0,1756.0
2022-08-11T05:00,29.0,79,9.2,101,973.2,90.0,72.2,103.4,55.7,20.0,1359.0
2022-08-11T06:00,28.0,82,12.6,59,974.7,175.0,69.2,99.0,49.3,29.0,1161.0
2022-08-11T07:00,26.0,95,13.1,98,976.3,270.0,48.8,70.1,40.1,43.0,880.0
2022-08-11T08:00,25.4,96,15.8,120,976.4,305.0,37.1,53.8,29.9,61.0,590.0
2022-08-11T09:00,28.0,88,12.3,111,976.9,395.0,31.2,45.5,26.4,73.0,538.0
2022-08-11T10:00,28.0,86,18.7,90,977.5,465.0,30.6,44.4,24.8,85.0,562.0
2022-08-11T11:00,28.6,83,17.9,80,977.8,595.0,35.2,50.8,22.7,96.0,581.0
2022-08-11T12:00,27.8,90,19.0,75,977.5,775.0,33.8,48.9,19.6,98.0,528.0
2022-08-11T13:00,29.4,80,17.1,83,976.9,920.0,32.4,47.3,16.2,96.0,453.0
2022-08-11T14:00,30.0,77,18.7,74,976.2,1105.0,31.9,47.0,14.2,89.0,377.0
2022-08-11T15:00,29.5,77,19.6,84,975.8,940.0,31.2,46.3,16.2,79.0,357.0
2022-08-11T16:00,29.4,76,21.3,84,975.4,950.0,28.5,42.1,20.1,66.0,356.0
2022-08-11T17:00,29.0,73,20.2,94,976.2,810.0,23.5,34.1,34.2,33.0,451.0
2022-08-11T18:00,28.0,77,17.2,101,975.5,595.0,18.7,27.2,35.1,31.0,465.0
2022-08-11T19:00,26.8,77,15.5,91,976.0,425.0,16.4,23.9,36.4,29.0,485.0
2022-08-11T20:00,26.5,78,13.8,81,976.9,275.0,15.8,22.9,37.5,26.0,512.0
2022-08-11T21:00,26.1,80,12.1,67,977.5,220.0,15.9,23.2,37.7,24.0,534.0
2022-08-11T22:00,26.0,80,10.4,70,977.5,220.0,16.4,23.9,37.5,23.0,556.0
2022-08-11T23:00,26.0,79,9.7,75,977.2,230.0,16.5,24.0,36.1,22.0,564.0
2022-08-12T00:00,26.1,76,10.2,48,976.8,230.0,16.4,23.7,33.2,23.0,531.0
2022-08-12T01:00,26.2,72,12.9,27,976.0,200.0,16.9,24.4,29.1,24.0,478.0
2022-08-12T02:00,26.4,69,11.8,31,975.6,160.0,18.3,26.4,25.6,25.0,446.0
2022-08-12T03:00,26.0,70,7.5,35,975.5,110.0,21.5,31.0,25.8,22.0,487.0
2022-08-12T04:00,26.1,69,7.1,24,975.5,95.0,27.7,39.8,27.6,17.0,560.0
2022-08-12T05:00,26.3,70,8.5,12,976.2,95.0,23.2,33.4,19.8,25.0,456.0
2022-08-12T06:00,26.0,71,11.5,360,976.4,115.0,25.1,36.2,26.5,23.0,624.0
2022-08-12T07:00,26.6,72,10.8,30,977.1,160.0,27.4,39.3,35.8,21.0,859.0
2022-08-12T08:00,27.2,74,4.7,67,977.6,205.0,32.4,46.4,42.5,30.0,1042.0
2022-08-12T09:00,28.1,71,5.8,4,977.8,295.0,30.3,43.5,37.9,53.0,958.0
2022-08-12T10:00,29.5,68,8.2,23,977.6,445.0,28.3,40.6,28.5,86.0,762.0
2022-08-12T11:00,32.3,58,9.7,27,977.3,725.0,28.5,41.0,17.2,122.0,522.0
2022-08-12T12:00,33.5,54,10.1,27,976.5,890.0,25.7,37.0,12.4,135.0,423.0
2022-08-12T13:00,34.2,51,11.1,25,975.5,1080.0,24.1,34.8,8.9,141.0,351.0
2022-08-12T14:00,34.5,50,10.7,20,974.4,1295.0,23.1,33.3,7.2,143.0,294.0
2022-08-12T15:00,34.5,51,9.6,13,973.6,1195.0,21.9,31.7,7.2,141.0,213.0
2022-08-12T16:00,34.1,54,9.1,9,972.9,1170.0,21.4,30.7,8.8,136.0,137.0
2022-08-12T17:00,33.5,57,6.5,326,973.6,1010.0,23.9,34.5,18.5,112.0,341.0
2022-08-12T18:00,31.9,66,6.9,317,973.3,150.0,30.2,43.4,36.9,84.0,718.0
2022-08-12T19:00,30.1,69,6.9,309,973.4,55.0,39.6,56.8,62.9,44.0,1253.0
2022-08-12T20:00,28.9,74,5.7,288,973.6,40.0,45.1,64.5,89.2,2.0,1826.0
2022-08-12T21:00,28.2,75,6.5,251,974.1,40.0,45.8,65.7,93.0,-7.0,1995.0
2022-08-12T22:00,28.1,73,6.6,221,974.5,50.0,47.7,68.5,89.2,-5.0,2041.0
2022-08-12T23:00,27.0,80,6.8,198,974.8,60.0,49.1,70.3,84.3,0.0,2033.0
2022-08-13T00:00,26.6,83,5.4,143,975.0,65.0,48.2,69.2,85.3,0.0,1976.0
2022-08-13T01:00,26.3,86,5.7,125,975.1,65.0,50.3,71.9,87.4,0.0,1871.0
2022-08-13T02:00,26.1,87,6.1,135,974.9,50.0,57.2,82.0,88.3,0.0,1824.0
2022-08-13T03:00,25.8,90,5.4,127,974.9,20.0,66.1,94.8,85.2,-1.0,1983.0
